"codigo","nombre","energia_kcal","agua_pct","fraccion_comestible_pct","proteina_g","grasa_total_g","ag_sat_g","ag_mono_g","ag_poli_g","colesterol_mg","carbohidratos_g","azucares_g","ceniza_g","fibra_dietetica_g","calcio_mg","hierro_mg","magnesio_mg","fosforo_mg","potasio_mg","sodio_mg","zinc_mg","cobre_mg","selenio_mcg","vitamina_c_mg","tiamina_mg","riboflavina_mg","niacina_mg","ac_pantotenico_mg","vitamina_b6_mg","ac_folico_mcg","folato_alimentos_mcg","folato_fde_mcg","vitamina_b12_mcg","vitamina_a_rae_mcg","retinol_mcg","b_carotenos_mcg","vitamina_e_mg","vitamina_d_mcg","vitamina_k_mcg"
"17142","REFRESCO DE AVENA (FRESCA AVENA), POLVO","400",,"1","4","0",,,,,"92","56","4",,"303","4.79","151",,,,"13.22",,,"71","0.43",,"6.92",,"1.17","116",,"198","0.91","292",,,,,
"17143","JUGO DE MANZANA, S/AZUCAR C/VIT C, ENVASADO","46","88","1","0.1","0.13","0.02","0.01","0.04","0","11.3","9.62","0.2","0.23","8","0.12","5","7","101","4","0.02","0.01","0.1","39","0.02","0.02","0.07","0.05","0.02","0","0","0","0","0","0","0","0.01","0","0"
"17144","JUGO DE PIÑA, S/AZUCAR, ENVASADO","53","86","1","0.36","0.12","0.01","0.01","0.04","0","12.87","9.98","0.2","0.28","13","0.31","12","8","130","2","0.11","0.07","0.1","10","0.06","0.02","0.2","0.06","0.1","0","18","18","0","0","0","3","0.02","0","0.3"
"17145","JUGO DE UVA, S/AZUCAR, ENVASADO","60","85","1","0.37","0.13","0.03","0","0.02","0","14.77","14.2","0.2","0.22","11","0.25","10","14","104","5","0.07","0.02","0","0","0.02","0.02","0.13","0.05","0.03","0","0","0","0","0","0","5","0","0","0.4"
"17146","JUGO DE UVA-NARANJA, S/AZUCAR, ENVASADO","43","89","1","0.6","0.1","0.01","0.02","0.02","0","10.28","10.18","0.1","0.39","8","0.46","10","14","158","3","0.07","0.08","0.1","29","0.06","0.03","0.34","0.14","0.02","0","14","14","0","6","0","20","0.14","0","0.1"
"17147","PONCHE DE HUEVO (EGG NOG), POLVO PREP C/LECHE ENTERA","95","79","1","2.93","3.02","1.7","0.77","0.19","11","14.2","12.66","0","0.69","92","0.12","10","77","121","55","0.35","0.02","3.4","0","0.04","0.17","0.11","0.33","0.03","0","5","5","0.39","26","26","5","0.06",,"0.2"
"17148","REFRESCO DE ARRAYAN (EL SALVADOR)","29",,"1","0.06","0.08","0","0","0","0","4.86","6.55","0.12","0","2","0.06","0","0","0","0","0","0","0","4","0","0","0.02","0","0","0","0","0","0","66","0","0","0","0","0"
"17149","REFRESCO DE CEBADA (EL SALVADOR)","111",,"1","2.44","0.56","0.22","0.11","0.16","1","13.71","10.68","1.95","0.34","22","0.52","20","69","78","7","0.45","0.07","7.6","0","0.08","0.05","1.22","0.07","0.08","0","2","2","0.07","106","7","1","0.11","0.15","0.45"
"17150","REFRESCO DE JAMAICA (EL SALVADOR)","51",,"1","0.23","0.08","0","0","0","0","0.29","10.6","0.38","0.22","21","0.29","0","9","0","0","0","0","0.1","0","0","0.01","0.12","0","0","0","0","0","0","106","0","0","0","0","0"
"17151","REFRESCO DE GRANADILLA (EL SALVADOR)","43",,"1","0.04","0.01","0","0","0","0","5.73","10.8","0.04","0.03","1","0.05","0","1","0","0","0","0","0.1","1","0","0","0.23","0","0","0","0","0","0","108","0","0","0","0","0"
"17152","REFRESCO DE TAMARINDO (EL SALVADOR)","41",,"1","0.02","0","0","0","0","0","0.23","10.28","0.04","0.02","1","0.03","1","1","5","0","0","0","0.1","0","0","0","0.01","0","0","0","0","0","0","100","0","0","0","0","0.02"
"17153","TE, INSTANTANEO, SABOR LIMON, POLVO C/AZUCAR","401","0","1","0.12","0.73","0.1","0.03","0.22","0","98.55","95.29","0.7","0.47","2","0.21","3","2","169","5","0.03","0.01","0.6","0","0.01","0","0.13","0","0.02","0","1","1","0","0","0","0","0","0","0"
"17154","TE, INSTANTANEO, SABOR LIMON, POLVO C/AZUCAR, PREP C/AGUA","35","91","1","0.01","0.06","0.01","0","0.02","0","8.61","8.33","0.1","0.13","2","0.02","1","0","15","2","0.01","0.01","0.1","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0",,"0"
"17155","TE, JAMAICA, PREPARADO","0","100","1","0","0","0","0","0","0","0","0","0","0.42","8","0.08","3","1","20","4","0.04","0","0","0","0","0","0.04","0","0","0","1","1","0","0","0","0","0","0","0"
"17156","TE, MANZANILLA, PREPARADO","1","100","1","0","0","0","0","0.01","0","0.2","0","0","0.01","2","0.08","1","0","9","1","0.04","0.02","0","0","0.01","0","0","0.01","0","0","1","1","0","1","0","12","0","0","0"
"17157","TE, NEGRO, LISTO PARA BEBER, S/AZUCAR","0","98","1","0","0","0","0","0","0","0","0","0","2.11","0","0","0","0","0","2","0","0","0",,,,,,,,,,,,,,,,
"17158","TE, NEGRO, LISTO PARA BEBER, DESCAFEINADO, C/AZUCAR","38","91","1","0","0","0","0","0","0","8.75","7.92","0","0.03","11","0","2","4","27","8","0.01","0.01","0",,,,,,,,,,,,,,,,
"17159","TE, NEGRO, LISTO PARA BEBER, DESCAFEINADO, S/AZUCAR","0","99","1","0","0","0","0","0","0","0.83","0","0","0.03","11","0","2","4","27","4","0.01","0.01","0",,,,,,,,,,,,,,,,
"17160","TE, NEGRO, LISTO PARA BEBER, SABOR DURAZNO, S/AZUCAR","1","100","1","0","0","0","0","0","0","0.25","0","0","0.07","1","0","1","1","12","5","0","0.01","0",,,,,,,,,,,,,,,,
"17161","TE, NEGRO, LISTO PARA BEBER, SABOR LIMON, C/AZUCAR","45","89","1","0","0.22","0","0","0","0","10.8","9.49","0","0.03","4","0","1","1","14","3","0.01","0.01","0",,,,,,,,,,,,,,,,
"17162","TE, VERDE, LISTO PARA BEBER, S/AZUCAR","0","100","1","0","0","0","0","0","0","0","0.93","0","0.36","1","0","1","0","5","6","0.01","0.01","0",,,,,,,,,,,,,,,,
"17163","TE, VERDE, LISTO PARA BEBER, C/AZUCAR","27","94","1","0","0.22","0","0","0","0","6.2","5.32","0","0.03","1","0","0","31","12","21","0.01","0.01","0",,,,,,,,,,,,,,,,
"17164","CAFE, SUCEDANEO, DE CEREALES, POLVO","360","8","1","6.01","2.52","0.6","0.36","1.23","0","78.42","4.63","23.3","5.06","58","4.6","244","580","2443","83","0.51","0.21","64.1","0","0.41","0.1","17.66","1.41","0.75","0","52","52","0","0","0","5","0.98","0","1.6"
"17165","BEBIDA, ALOE VERA, C/VITAMINA C","15","96","1","0","0","0","0","0","0","3.75","3.75","0","0.02","8","0.15","0","0","0","8","0","0","0","4","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0"
"18001","CROISSANT DE MANTEQUILLA","406","23","1","8.2","21","11.66","5.53","1.09","67","45.8","11.26","2.6","1.6","37","2.03","16","105","118","467","0.75","0.08","22.7",,,,,,,,,,,,,,,,
"18002","CROISSANT DE MANZANA","254","46","1","7.4","8.7","4.99","2.39","0.63","31","37.1",,"2.5","1.2","30","1.1","13","58","90","274","1.03","0.04","19",,,,,,,,,,,,,,,,
"18003","CROISSANT DE QUESO","414","21","1","9.2","20.9","10.63","6.51","2.38","57","47","11.35","2.6","1.9","53","2.15","24","130","132","361","0.94","0.1","26.8",,,,,,,,,,,,,,,,
"18004","DONAS, CUBIERTA DE CHOCOLATE","452","17","1","4.93","25.25","13.47","8.62","1.96","19","51.33","26.65","1.9","1.73","24","4","30","210","201","326","0.98","0.26","6.8","1","0.16","0.13","1.59","0.13","0.02","37","28","90","0.1","4","3","2","2.02","0","7.9"
"18005","DONAS, CUBIERTA DE AZUCAR","426","20","1","5.2","22.9","5.93","12.7","2.91","32","50.8",,"1.5","1.5","60","1.06","17","117","102","402","0.44","0.1","9.6",,,,,,,,,,,,,,,,
"18006","DONAS, RELLENO DE JALEA","340","36","1","5.9","18.7","4.84","10.23","2.38","26","39","21.1","0.9","0.8","25","1.76","20","85","79","455","0.75","0.14","12.5","0","0.31","0.14","2.14","0.88","0.1","51","17","104","0.22","17","16","8","0.43","0","7.1"
"18007","PUDIN DE CHOCOLATE, POLVO","362","4","1","2.6","2.1","1.23","0.7","0.08","0","89.3","42.88","4.5","2","53","1.82","67","88","209","479","0.9","0.52","3.3","0","0.02","0.07","0.33","0.04","0.02","0","4","4","0","0","0","0","0.01","0","0.3"
"18008","PUDIN DE CHOCOLATE, PREPARADO C/ LECHE ENTERA","120","73","1","3.16","3.15","1.81","0.82","0.18","9","19.64","11.96","0.8","0.92","106","0.34","20","87","150","98","0.48","0.11","3.7","0","0.04","0.16","0.13","0.33","0.03","0","4","4","0.31","39","39","6","0.06","1.1","0.3"
"18009","PUDIN DE VAINILLA, POLVO","379","4","1","0.3","0.4","0.09","0.03","0.17","0","93.5","79.34","0.6","2","5","0.08","0","2","20","635","0.02","0.02","0.9","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18010","PUDIN DE VAINILLA, PREPARADO C/ LECHE ENTERA","113","74","1","2.8","2.9","1.64","0.71","0.2","9","18.92","17.09","0.1","0.9","99","0.04","9","74","119","156","0.33","0.03","3.3","0","0.04","0.15","0.08","0.33","0.03","0","4","4","0.31","40","40","6","0.06","1.1","0.2"
"18011","GELATINA, TODO SABOR, POLVO","381","1","1","7.8","0","0","0","0","0","90.5","86.04","0","0.7","3","0.13","2","141","7","466","0.01","0.12","6.7","0","0","0.04","0.01","0.01","0","0","3","3","0","0","0","0","0","0","0"
"18012","GELATINA, TODO SABOR, PREPARADA C/AGUA","62","84","1","1.22","0","0","0","0","0","14.19","13.49","0","0.2","3","0.02","1","22","1","75","0.01","0.02","1.1","0","0","0.01","0","0","0","0","1","1","0","0","0","0","0","0","0"
"18013","HELADO-NIEVE, PALETAS DE FRUTAS","87","78","1","1.2","0.1","0","0","0.03","0","20.2","17.48","1","0.2","5","0.19","4","6","53","4","0.05","0","0.2","10","0.01","0.02","0.16","0.04","0.03","0","7","7","0","1","0","11","0","0","0.9"
"18014","HELADO-NIEVE, DISTINTAS FRUTAS, NO COMERCIAL","128","67","1","0.4","0","0","0","0","0","32.6","32.6","0","0.03","2","0.16","1","1","3","22","0.02","0.01","0.1","1","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0"
"18015","HELADO-NIEVE, LECHE","142",,"1","1.2","1.2","0.73","0.35","0.04","5","32.6",,"0","0.3","55","0.1","5","30","53","17","0.13",,,"0","0.01","0.07","0.04",,"0.01",,"2","2","0.13","320",,,,,
"18016","HELADO-NIEVE, PALETAS SABORES ARTIF.","79","80","1","0","0.24","0.01","0.05","0.02","0","19.23","13.66","0","0.05","0","0.54","1","0","15","7","0.15","0","0.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18017","HELADO-CREMA (ICE CREAM), CHOCOLATE","216","56","1","3.8","11","6.8","3.21","0.41","34","28.2","25.36","1.2","1","109","0.93","29","107","249","76","0.58","0.14","2.5","1","0.04","0.19","0.23","0.55","0.06","0","16","16","0.29","118","116","19","0.3","0.2","0.3"
"18018","HELADO-CREMA (ICE CREAM), CHOCOLATE BAJO CALORIAS","187","61","1","5","7.19","4.38","2.06","0.24","28","25.7","24.71","0.8","0.69","159","0.69","20","83","170","71","0.43","0.1","2.2","1","0.02","0.13","0.13","0.25","0.02","0","4","4","0.14","71","60","135","0.2","0.1","0.6"
"18019","HELADO-CREMA (ICE CREAM), FRESA","192","60","1","3.2","8.4","5.19",,,"29","27.6",,"0.9","0.7","120","0.21","14","100","188","60","0.34","0.04","1.9","8","0.05","0.26","0.17","0.72","0.05","0","12","12","0.3","96","96",,,,
"18021","PASTEL, AMARILLO, HARINA COMERCIAL, ENRIQ.","374","7","1","3.7","3.5","1.62","0.69","0.23","0","81.92","43.29","1.2","3.7","211","2.08","10","310","47","728","0.27","0.07","3","0","0.23","0.23","2.32","0.36","0.08","57","11","108","0.1","0","0","0","0.92","0","2.9"
"18022","PASTEL, BLANCO, S/CUBIERTA","357","23","1","5.4","12.4","3.27","5.31","3.15","2","57.2","35.49","0.8","1.8","130","1.52","12","93","95","327","0.32","0.06","13","0","0.19","0.24","1.53","0.18","0.02","31","7","60","0.08","15","15","1","0.12",,"5.1"
"18023","PASTEL, CHOCOLATE, CUBIERTA DE CHOCOLATE","389","22","1","3.48","20.05","5.92","7.34","4.62","22","52.84","39.96","2.2","1.58","30","3.04","31","137","270","348","0.58","0.22","7.8","0","0","0.06","0.77","0.19","0","9","8","23","0","1","1","0","4.33","0","28.9"
"18024","PASTEL, CHOCOLATE, HARINA COMERCIAL","391","4","1","4.6","8.14","2.02","2.8","2.27","0","80.16","39.53","2.3","3.2","133","2.92","41","286","337","767","0.78","0.27","3.3","0","0.21","0.17","2.42","0.21","0.03","44","10","85","0.5","1","1","0","0.65","0","2.2"
"18025","PASTEL, COFFECAKE, C/CUBIERTA","418","22","1","6.8","23.3","5.8","12.98","3.12","32","46.7",,"2","1.4","54","0.78","22","108","123","351","0.81","0.13",,"0","0.14","0.1","0.88","0.66","0.03","0","32","32","0.18","33","33",,,,
"18026","PASTEL, FRUTAS CRISTALIZADAS","324","25","1","2.9","9.1","1.05","4.2","3.32","5","61.6","27.42","3.7","1","33","2.07","16","52","153","101","0.27","0.05","2","1","0.05","0.1","0.79","0.23","0.05","17","3","32","0.01","7","7","3","0.9","0","1.5"
"18027","PASTEL, QUESO C/BANO DE FRESA (CHEESE CAKE)","321","46","1","5.5","22.5","9.92","8.63","1.6","55","25.5","21.8","0.4","0.9","51","0.63","11","93","90","438","0.51","0.02","5.2","0","0.03","0.19","0.2","0.57","0.05","3","15","20","0.17","159","156","34","0.56","0.5","4.4"
"18028","PIE, DE LIMON, CON MERENGUE","285","43","1","3.8","12.9","3.19","5.58","3.33","53","39.1",,,"0.9","12","1","6","42","65","242","0.28","0.04","11.6","3","0.12","0.16","0.94","0.21","0.03","16","9","36","0.12","43","41",,,,
"18029","PIE, DE MANZANA","265","47","1","2.4","12.5","3.05","5.39","3.34","0","37.1",,,"0.8","7","1.12","7","28","79","211","0.19","0.05","7.8","2","0.15","0.11","1.23","0.09","0.03","20","4","38","0","11","9",,,,
"18030","PIE, DE MELOCOTON","224","54","1","1.9","10","1.51","4.24","3.75","0","32.9","16.23","0.8","0.8","8","0.5","6","22","125","217","0.09","0.05","1.3","1","0.06","0.03","0.2","0.11","0.02","25","4","46","0","10","4","64","0.94","0","3.3"
"18031","ROLLOS DULCES, C/CANELA Y PASAS","372","25","1","6.2","16.4","3.08","4.8","7.47","66","50.9","31.73","2.4","1.7","72","1.6","17","76","111","304","0.59","0.09","17","2","0.32","0.27","2.38","0.41","0.11","48","24","106","0.14","62","61","5","1.99","0","4.4"
"18032","ROLLOS DULCES, C/QUESO","360","29","1","7.1","18.3","6.06","9.06","2.03","76","43.7",,"1.2","1.4","118","0.76","19","98","137","357","0.63","0.1","11.9","0","0.15","0.13","0.83","0.42","0.07","12","31","51","0.3","77",,,,,
"18033","MUFFIN DE TRIGO INTEGRAL","203","46","1","8.8","2.1","0.33","0.51","0.84","0","40.4","8.09","6.7","2.8","265","2.45","71","282","210","364","1.6","0.21","40.3","0","0.3","0.14","3.41","0.7","0.16","0","49","49","0","0","0","3","0.41","0","1"
"18034","MUFFIN DE MEZCLA DE CEREALES","235","40","1","9.1","1.8","0.23","0.83","0.56","0","46.3","0.81","2.8","2.5","196","3.02","41","81","156","298","1.39","0.24","25.5","0","0.43","0.31","3.58","0.41","0.04","45","35","112","0","0","0","0","0","0","0"
"18035","MUFFIN DE AVENA","270","35","1","7","7.4","1.09","1.7","4.13","0","48.3","8.22","4.6","2.3","63","4.2","157","376","507","393","1.84","0.33","11","0","0.26","0.1","0.42","1.01","0.16","71","18","139","0.01","0","0","0","0.66","0","13"
"18036","HELADO-CREMA (ICE CREAM), VAINILLA","207","61","1","3.5","11","6.79","2.97","0.45","44","23.6","21.22","0.7","0.9","128","0.09","14","105","199","80","0.69","0.02","1.8","1","0.04","0.24","0.12","0.58","0.05","0","5","5","0.39","118","116","19","0.3","0.2","0.3"
"18037","HELADO-CREMA (ICE CREAM), VAINILLA BAJO CALORIAS","180","60","1","4.78","4.83","2.93","1.28","0.22","27","29.46","22.12","0.3","1.07","161","0.19","14","103","208","74","0.73","0.02","2","1","0.05","0.26","0.14","0.48","0.05","0","6","6","0.47","128","127","14","0.12","0.1","0.4"
"18038","HELADO-CREMA (ICE CREAM), VAINILLA BAJO CALORIAS, S/AZUCAR","169","66","1","3.97","7.45","4.05","1.86","0.74","27","21.42","6.46","0","1.2","136","0.19","9","75","196","96","0.31","0.03","1.9","1","0.03","0.12","0.07","0.26","0.03","0","4","4","0.52","86","85","12","0.29","0.1","2.8"
"18039","CHOCOBANANO","138",,"1","1.5","1.6","1.06","0.61","0.13","0","32.1",,"2.28","1","13","0.7","27","39","436","4","0.15",,,,,,,,,,,,,,,,,,
"18040","ARROZ CON LECHE, RESTAURANTE","146","67","1","3.2","3.69","1.9","1.02","0.44","8","24.92","15.26","0.5","0.79","90","0.23","11","83","142","106","0.5","0.03","3.7",,,,,,,,,,,,,,,,
"18041","COCADA (COCONUT MACAROON)","460","12","1","3.02","22.55","20.1","1.61","0.81","0","61.23","45.16","5.1","1.71","5","0.82",,,"123","200",,,,,,,,,,,,,,,,,,,
"18042","DONAS, RELLENO DULCE LECHE","361","38","1","6.4","24.5","5.43","12.08","3.08","24","30","14.55","0.8","0.8","25","1.83","20","76","80","309","0.8","0.11","10.8","0","0.34","0.15","2.24","0.66","0.07","56","14","109","0.14","11","11","2","0.29","0","8.6"
"18044","FLAN DE CARAMELO, NATILLA, POLVO","348","8","1","0","0",,,,"0","91.6",,"0","0.61","24","0.08","0","1","153","432","0.04","0.02","21.3","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"18045","FLAN DE CARAMELO, NATILLA, PREP. C/LECHE ENTERA","113","75","1","2.95","3","1.8","0.82","0.11","12","18.68",,"0","0.74","111","0.06","12","84","160","112","0.35","0.01","5.2","1","0.03","0.15","0.08","0.28","0.03","0","4","4","0.26","29","28","16",,"0.9",
"18046","FLAN DE CARAMELO, NATILLA, RECETA CASERA","145","68","1","4.53","4.03","1.8","1.27","0.39","90","22.78","23.15","0","0.62","83","0.38","9","96","118","53","0.47","0.03","8.7","0","0.03","0.21","0.08","0.51","0.04","0","9","9","0.36","46","45","5","0.23",,"0.2"
"18047","FLAN DE CARAMELO, NATILLA, PREP. C/LECHE DESCREMADA","103","76","1","2.99","1.72","1.04","0.47","0.06","7","18.82",,"0","0.76","113","0.06","12","86","163","113","0.36","0.01","5.3","1","0.03","0.15","0.08","0.29","0.04","0","4","4","0.26","52","51","11",,"0.9",
"18048","PUDIN DE CHOCOLATE, PREPARADO","142","69","1","2.09","4.6","1.26","2.73","0.11","1","23.01","17.17","0","0.84","51","1.27","18","56","184","152","0.34","0.09","0","0","0.02","0.07","0.12","0.24","0.02","0","3","3","0.09","14","14","0","0.31","0","0.6"
"18049","FLAN DE COCO, PREPARADO C/LECHE ENTERA","114","75","1","3","3.8","2.57","0.88","0.12","12","17.7",,"0.2","1","111","0.2","16","88","157","162","0.36","0.03","2.3","1","0.03","0.14","0.09","0.29","0.14","0","4","4","0.25","26","25","16",,,
"18050","FLAN DE HUEVO, PREPARADO C/LECHE ENTERA","122","73","1","3.99","4","2.03","1.13","0.31","51","17.6","4.82","0","0.97","139","0.34","16","130","207","84","0.51","0.03","6","0","0.06","0.22","0.13","0.7","0.06","0","9","9","0.52","52","52","6","0.06","1.2","0.2"
"18051","PUDIN DE MAIZ, PREPARADO","131","72","1","4.42","5.04","2.45","1.5","0.55","72","16.97","6.59","1.2","1.23","39","0.53","15","90","176","282","0.48","0.04","6.1","4","0.07","0.15","1.03",,"0.13","0","29","29","0.31","57","51","36","0.27","0.5","0.5"
"18052","PUDIN DE TAPIOCA, PREPARADO","130","72","1","1.95","3.88","0.96","2.54","0.07","1","21.69","14.91","0","0.64","71","0.11","6","60","92","145","0.22","0.02","0","0","0.02","0.1","0.07","0.24","0.02","0","3","3","0.21","0","0","0","0.15","0","0.4"
"18053","PUDIN DE VAINILLA, PREPARADO","130","72","1","1.45","3.78","1.02","2.29","0.09","1","22.6","16.97","0","0.51","49","0.09","4","41","65","142","0.16","0.02","0","0","0.02","0.07","0.06","0.15","0.02","0","2","2","0.15","2","2","0","0.3","0","0.6"
"18054","HELADO-CREMA, C/JARABE DE CARAMELO (SUNDAE)","196","57","1","4.71","5.98","2.91","1.96","0.65","16","31.81",,"0","1","122","0.14","18","140","205","126","0.53","0.05","3.2","2","0.04","0.19","0.61","0.24","0.03","0","8","8","0.39","45","43",,"0.58",,
"18055","HELADO-CREMA, C/JARABE DE CHOCOLATE (SUNDAE)","180","60","1","3.57","5.46","3.18","1.48","0.51","13","30.17",,"0","1.1","131","0.37","21","144","250","115","0.6","0.08","3.3","2","0.04","0.19","0.68","0.21","0.08","0","6","6","0.41","37","35",,"0.42",,
"18056","HELADO-CREMA, C/JARABE DE FRESA, (SUNDAE)","175","61","1","4.09","5.13","2.44","1.74","0.67","14","29.18",,"0","0.7","105","0.21","16","101","177","60","0.43","0.05","2.9","1","0.04","0.18","0.59","0.29","0.05","0","12","12","0.42","37","35",,"0.51",,
"18057","HELADO-CREMA (ICE CREAM), BARRA CUBIERTA CHOCOLATE","303","55","1","5.62","25.84","15.9","6.21","1.88","56","11.89","10.8","1.1","1.52","90","1.21","37","146","304","56","0.81","0.16","3.1","0","0.05","0.23","1.23",,"0.28","0","14","14","0.49","61","56","56","0.54","0.2","1.7"
"18058","HELADO-CREMA (ICE CREAM), CHOCOLATE BAJO CALORIAS, S/AZUCAR","173","63","1","3.54","5.74","3.61","0.93","0.53","16","26.79","5.65","0.9","0.94","121","0.48","15","106","196","75","0.4","0.02","2.9","1","0.04","0.18","0.11","0.41","0.04","0","5","5","0.38","75","74","10","0.3","0.1","3.6"
"18059","HELADO-CREMA (ICE CREAM), CHOCOLATE SUAVE","222","60","1","4.1","13","7.46","3.49","0.46","91","22.2","21.16","0.7","0.9","131","0.21","12","116","177","61","0.52","0.03","3","1","0.05","0.18","0.1","0.51","0.05","0","9","9","0.5","162","159","30","0.61","0.7","0.9"
"18060","HELADO-CREMA (ICE CREAM), S/GRASA S/AZUCAR, NO CHOC.","129","66","1","4.41","0","0","0","0","0","27.94","8.82","7.4","1.2","147","0","9","75","196","110","0.31","0.03","1.9","0","0.03","0.12","0.07",,"0.03","0","4","4","0.52","133","132","12","0","0","0"
"18061","HELADO-CREMA (ICE CREAM), TIPO NAPOLITANO (VAINILLA, CHOC, FRESA)","161","63","1","4.69","4.35","2.7",,,"14","26.06","22.47","0.4","1.58","158","0.31",,,,"69",,,,"2",,,,,,,,,,"126",,,,,
"18062","HELADO-CREMA (ICE CREAM), TIPO SANDWICH","237","49","1","4.29","8.57","2.32","2.66","2.27","21","37.14","18.57","0","1.1","86","0.26","29","72","115","129","0.6","0.25","3.1","0","0.11","0.15","1.57","0.21","0.03","27","6","53","0.05","86","86","0","0.4","0","1.3"
"18063","HELADO-CREMA (ICE CREAM), TIPO SANDWICH, S/AZUCAR","200","48","1","5.71","2.86","0.82","0.94","0.81","21","42.86","6.58","7.1","0.39","86","0","10","26","41","164","0.21","0.09","1.1","0","0.04","0.05","0.56",,"0.01","10","2","19","0.02","129","129","0","0.14","0","0.5"
"18064","HELADO-CREMA (ICE CREAM), TIPO SUNDAE","254","53","1","3","14","2.72","1.78","0.75","15","28.89","21.26","1","0.8","60","0.36","20","128","204","115","0.56","0.08","2.3","0","0.09","0.21","1.11","0.36","0.05","14","5","29","0.35","117","116","14","0.11","0.1","0.5"
"18065","HELADO-CREMA (ICE CREAM), VAINILLA S/GRASA","138","64","1","4.48","0","0","0","0","0","30.06","6.3","1","1.11","149","0","21","150","302","97","1.06","0.03","2.9","0","0.05","0.25","0.14",,"0.05","0","7","7","0.45","200","198","23","0","0","0"
"18066","HELADO-CREMA (ICE CREAM), VAINILLA SUAVE","126","70","1","4.9","2.6","1.63","0.76","0.1","12","21.8","18.69","0","1.1","157","0.06","14","121","221","70","0.53","0.03","3.6","1","0.05","0.2","0.12","0.45","0.05","0","5","5","0.5","29","28","5","0.06","0","0.4"
"18067","HELADO-CREMA, PALETAS C/CUBIERTA CHOC","323","43","1","4.4","20.2","12.66","4.98","1.47","1","30.9","30","0.6","1.19","252","0.72","29","114","238","92","0.63","0.13","2.4","1","0.04","0.18","0.96",,"0.22","0","11","11","0.38","48","44","44","0.42","0.2","1.3"
"18068","HELADO-NIEVE, TIPO ITALIANO","53","86","1","0.03","0.02","0","0","0","0","13.5",,"0","0.05","1","0.09","0","0","6","4","0.03","0.01","0.1","1","0.01","0.01","0.72","0.01","0","0","5","5","0","51",,,,,
"18069","MOUSSE DE CHOCOLATE","225","63","1","4.14","16","9.15","5.03","0.88","140","16.07","14.81","0.6","0.76","96","0.55","20","117","143","38","0.64","0.08","7.4","0","0.05","0.21","0.15","0.53","0.06","0","15","15","0.47","140","138","27","0.51",,"1.6"
"18070","MUFFIN CON ARANDANOS","375","25","1","4.49","16.07","2.84","4.82","8.1","30","53","31.47","1.1","1.46","44","1.3","10","146","121","336","0.37","0.06","8.2","1","0.17","0.16","1.42","0.47","0.04","36","12","73","0.16","21","21","2","1.63","0.1","39.2"
"18071","MUFFIN CON PASAS","240","41","1","7.91","1.8","0.54","0.85","0.34","0","48.1","14.76","2.6","1.58","114","4.5","23","91","173","299","0.97","0.16","21.6","1","0.41","0.22","3.67","0.21","0.07","54","20","112","0","0","0","0","0.31","0","2.5"
"18072","MUFFIN DE MAIZ","305","33","1","5.9","8.4","1.35","2.1","3.22","26","51","17.78","3.4","2.1","74","2.81","32","284","69","467","0.54","0.3","15.2","0","0.27","0.33","2.04","0.44","0.08","28","34","82","0.09","52","49","20","0.8","0","2.3"
"18073","PASTEL, ELOTE","387","5","1","8.1","2.4","0.42","0.76","0.93","0","83.4","23.47","1.9","1.5","19","1.4","114","157","157","488","2","0.42","9.9","0","0.25","0.05","5.15","0.83","0.14","0","19","19","0","70","69","5",,,"0"
"18075","PASTEL, AMARILLO, MAGADLENA C/CHOCOLATE","379","22","1","3.16","17.75","5.79","7.21","4.73","16","55.36","39.22","1.5","1.35","32","2.03","20","138","187","310","0.42","0.16","5.9","0","0.04","0.09","0.8","0.17","0","14","8","32","0","7","7","0","4.5","0.2","25.1"
"18076","PASTEL, AMARILLO, MAGDALENA DE VAINILLA","391","22","1","2.99","17.91","2.94","7.56","6.38","75","56.2","41.79","0.3","0.81","62","1.07","6","143","53","269","0.25","0.03","5.5","0","0.1","0.07","0.5","0.35","0.04","18","9","40","0.15","32","32","0","1.19","0.4","6.9"
"18077","PASTEL, ANGEL","258","33","1","5.9","0.8","0.12","0.07","0.37","0","57.8",,"1.5","2.3","140","0.52","12","324","93","749","0.07","0.08","7.3","0","0.1","0.49","0.88","0.2","0.03","32","3","57","0.06","0","0",,,,
"18078","PASTEL, BLANCO, C/CUBIERTA DE COCO","356","21","1","4.4","10.3","3.9","3.69","2.16","1","63.2","57.39","1","1.5","90","1.16","12","70","99","284","0.33","0.07","10.7","0","0.13","0.19","1.06","0.17","0.03","27","5","51","0.06","12","12","1","0.12","0.2","4.1"
"18079","PASTEL, FRUTAS “FRUIT CAKE”","311","32","1","5.2","10.2","2.5","5.56","1.47","7","51.5",,"2.5","1.2","45","2.43","17","118","90","385","0.65","0.03","16.5","1","0.04","0.19","2.57","0.66","0.04","28","19","67","0.02","7","0",,,,
