"codigo","nombre","energia_kcal","agua_pct","fraccion_comestible_pct","proteina_g","grasa_total_g","ag_sat_g","ag_mono_g","ag_poli_g","colesterol_mg","carbohidratos_g","azucares_g","ceniza_g","fibra_dietetica_g","calcio_mg","hierro_mg","magnesio_mg","fosforo_mg","potasio_mg","sodio_mg","zinc_mg","cobre_mg","selenio_mcg","vitamina_c_mg","tiamina_mg","riboflavina_mg","niacina_mg","ac_pantotenico_mg","vitamina_b6_mg","ac_folico_mcg","folato_alimentos_mcg","folato_fde_mcg","vitamina_b12_mcg","vitamina_a_rae_mcg","retinol_mcg","b_carotenos_mcg","vitamina_e_mg","vitamina_d_mcg","vitamina_k_mcg"
"1113","LECHE SEMIDESCREMADA (2% GRASA), FLUIDA, S/ VIT A& D","50","89","1","3.3","1.98","1.26","0.56","0.07","8","4.8","5.06","0","0.71","120","0.02","11","92","140","47","0.48","0.01","2.5","0","0.04","0.19","0.09","0.36","0.04","0","5","5","0.53","28","27","7","0.03","0","0.2"
"1114","QUESO AMARILLO, PASTRZ & PROCES., RODAJAS S/VIT D","371","40","1","18.13","31.79","18.06","8.24","1.29","100","3.7","2.26","0","6.78","1045","0.63","26","641","132","1671","2.49","0.05","20.2","0","0.02","0.23","0.08","0.4","0.05","0","8","8","1.5","250","243","80","0.8","0.6","2.6"
"1115","QUESO AMARILLO, TIPO AMERICANO, BAJO EN GRASA","126","65","1","21.05","0","0","0","0","26","10.53","5.26","0","2.95","789","0","115","316","393","1316","4.11","0.56","14.6","0","0.41","0.55","5.56",,"0.57","0","9","9","1.85","56","55","3","0.27","0.1","0.2"
"1116","QUESO BRIE","334","48","1","20.75","27.68","17.41","8.01","0.83","100","0.45","0.45","0","2.7","184","0.5","20","188","152","629","2.38","0.02","14.5","0","0.07","0.52","0.38","0.69","0.24","0","65","65","1.65","174","173","9","0.24","0.5","2.3"
"1117","QUESO CREMA, BAJO EN GRASA","201","67","1","7.85","15.28","9.1","4","0.66","54","8.13","5.82","0","2.03","148","0.17","8","152","247","359","0.57","0.03","4","0","0.04","0.19","0.13","0.85","0.05","0","19","19","0.92","161","160","11","0.27","0.3","1.1"
"1118","QUESO DURO, LECHE DE CABRA","452","29","1","30.52","35.59","24.61","8.12","0.85","105","2.17","2.17","0","3.72","895","1.88","54","729","48","423","1.59","0.63","5.5","0","0.14","1.19","2.4","0.41","0.08","0","4","4","0.12","486","478","91","0.31","0.7","3"
"1119","QUESO FUNDIDO - DIP","129","76","1","2.7","8.43","2.31","2.18","3.71","5","10.65","1.3","0.6","2.12","81","0.12","6","143","83","690","0.3","0","2.6","1","0.01","0.07","0.12","0.53","0.03",,,,,"29","17","133","1.95",,"8.1"
"1120","QUESO GRUYERE","413","33","1","29.81","32.34","18.91","10.04","1.73","110","0.36","0.36","0","4.3","1011","0.17","36","605","81","714","3.9","0.03","14.5","0","0.06","0.28","0.11","0.56","0.08","0","10","10","1.6","271","268","33","0.28","0.6","2.7"
"1121","QUESO PARMESANO, RALLADO","415","25","1","37.86","27.34","17.37","8.73","0.66","72","3.41","0.9","0","6.39","1253","0.87","51","735","97","1696","3.19","0.04","23.9","0","0.04","0.35","0.29","0.53","0.11","0","8","8","1.4","229","223","73","0.25","0.5","1.9"
"1122","QUESO SUAVE, LECHE DE CABRA","364","46","1","21.58","29.84","20.64","6.81","0.71","79","0.12","0.12","0","2.94","298","1.62","29","375","158","415","0.66","0.56","3.8","0","0.07","0.68","1.15","0.19","0.06","0","2","2","0.22","407","401","77","0.26","0.5","2.5"
"1123","QUESO TIPO CHEDDAR, BAJO EN GRASA","309","44","1","27.35","20.41","12.6","5.3","0.89","76","4.06","0.26","0","3.89","761","0.12","27","520","63","628","4.44","0.04","35.8","0","0.02","0.4","0.15","0.39","0.08","0","20","20","1.41","145","142","28","0.48","0.3","1.5"
"1124","QUESO TIPO REQUESON (COTTAGE), C/FRUTAS","97","80","1","10.69","3.85","2.31","1.04","0.12","13","4.61","2.38","0.2","1.2","53","0.16","7","113","90","344","0.33","0.04","7.7","1","0.03","0.14","0.15","0.18","0.07","0","11","11","0.53","38","37","14","0.04","0","0.4"
"1125","QUESO TIPO REQUESON (COTTAGE), BAJO EN LACTOSA","74","83","1","12.4","1","0.64","0.29","0.03","4","3.2","2.6","0.6","0.9","53","0.14","5","134","86","220","0.38","0.03","9","0","0.02","0.16","0.13",,"0.07","0","12","12","0.63","11","11","3","0.01","0","0.1"
"1126","QUESO TIPO REQUESON (COTTAGE), C/VEGETALES","95","80","1","10.9","4.2","2.65","1.19","0.14","14","3","0.37","0.1","1.34","56","0.1","4","128","86","403","0.29","0.03","4.5","4","0.01","0.13","0.1",,"0.05","0","17","17","0.49","53","41","142","0.05","0","11"
"1127","QUESO TIPO SUIZO, DESCREMADO","127","64","1","28.4","0","0","0","0","18","3.4","1.33","0","4.5","961","0.17","36","605","111","1000","3.9","0.03","12.7","0","0.02","0.36","0.09",,"0.08","0","6","6","1.68","40","39","13","0.07","0.1","0.5"
"1128","QUESO, TIPO CHEEZ WHIZ","276","52","1","12","21","13.1",,,"75","9.2","6.7","0.3","5.8","359","0.19",,"806","240","1638","1.64",,,"0",,"0.24",,,,,,,,"197",,,,,
"1129","TOFU O QUESO DE SOYA, SEMIDURO","144","70","1","17.27","8.72","1.26","1.93","4.92","0","2.78",,"2.3","1.4","683","2.66","58","190","237","14","1.57","0.38","17.4","0","0.16","0.1","0.38","0.13","0.09","0","29","29","0","50",,,,"0",
"1130","TOFU O QUESO DE SOYA, SUAVE","76","85","1","8.08","4.78","0.69","1.06","2.7","0","1.87","0.62","0.3","0.72","350","5.36","30","97","121","7","0.8","0.19","8.9","0","0.08","0.05","0.2","0.07","0.05","0","15","15","0","26",,,"0.01","0","2.4"
"1131","YOGURT DE SOYA, FRESA","94","77","1","2.35","1.18","0",,,"0","18.24","12.94","0.6","1.24","176","0.64",,,,"15",,,,"18",,,,,,,,,,"0",,,,,
"1132","YOGURT DE SOYA, FRESA Y BANANO","88","78","1","2.35","1.18","0",,,"0","17.06","10.59","0.6","1.24","176","0.64",,,,"15",,,,"18",,,,,,,,,,"0",,,,,
"1133","YOGURT DE SOYA, SIMPLE","66","85","1","2.64","1.76","0.22",,,"0","9.69","5.29","0.4","1.24","132",,,,,"13",,,,"13",,,,,,,,,,"0",,,,"1.3",
"1134","YOGURT, LECHE DESCREMADA, C/EDULCORANTE","43","87","1","3.86","0.18","0.12","0.05","0.01","2","7.5","7.5","0","1","143","0.12","13","109","177","59","0.67","0.08","3.1","1","0.03","0.16","0.09",,"0.04","0","8","8","0.43","2","2","0","0","0","0"
"1135","YOGURT, LECHE DESCREMADA, SABOR FRUTAS","95","75","1","4.4","0.2","0.12","0.05","0.02","2","19","19","0","1","152","0.07","15","119","194","58","0.74","0.01","6","1","0.04","0.18","0.1",,"0.04","0","9","9","0.47","2","2","4","0.06","0","1.1"
"1136","YOGURT, LECHE SEMIDESCREMADA, NATURAL","63","85","1","5.25","1.55","1","0.43","0.04","6","7.04","7.04","0","1.09","183","0.08","17","144","234","70","0.89","0.01","3.3",,,,,,,,,,,,,,,,
"1137","YOGURT, LECHE SEMIDESCREMADA, SABOR VAINILLA, EDULCORANTE","86","79","1","4.93","1.25","0.75","0.31","0.04","5","13.8","5.43","0","1.02","171","0.07","16","135","219","66","0.83","0.01","4.9",,,,,,,,,,,,,,,,
"2001","HUEVO DE CODORNIZ, CRUDO","158","74","0.92","13.05","11.09","3.56","4.32","1.32","844","0.41","0.4","0","1.1","64","3.65","13","226","132","141","1.47","0.06","32",,,,,,,,,,,,,,,,
"2002","HUEVO DE GALLINA, ENTERO, CRUDO","143","76","0.88","12.56","9.51","3.13","3.66","1.91","372","0.72","0.37","0","1.06","56","1.75","12","198","138","142","1.29","0.07","30.7",,,,,,,,,,,,,,,,
"2003","HUEVO DE GALLINA, ENTERO, EN POLVO","592","3","1","48.05","43.9","15.07","16.73","8.31","1630","1.13","0.56","0","4.13","244","7.2","34","629","540","476","3.15","0.2","164.7",,,,,,,,,,,,,,,,
"2004","HUEVO DE GALLINA, CLARA, FRESCA","52","88","1","10.9","0.17","0","0","0","0","0.73","0.71","0","0.63","7","0.08","11","15","163","166","0.03","0.02","20",,,,,,,,,,,,,,,,
"2005","HUEVO DE GALLINA, YEMA, FRESCA","322","52","1","15.86","26.54","9.55","11.74","4.2","1085","3.59","0.56","0","1.71","129","2.73","5","390","109","48","2.3","0.08","56",,,,,,,,,,,,,,,,
"2006","HUEVO DE GALLINA, YEMA, POLVO","669","3","1","33.63","59.13","20.33","23.38","10.32","2307","0.66","0.23","0","3.51","289","9.56","26","1040","264","149","7.73","0","139.3",,,,,,,,,,,,,,,,
"2007","HUEVO DE IGUANA, CRUDO","218","63","1","14.9","15.2",,,,,"4.3",,"0","2.4","421","2.1",,"439",,,,,,,,,,,,,,,,,,,,,
"2008","HUEVO DE PATA, CRUDO","185","71","0.88","12.81","13.77","3.68","6.53","1.22","884","1.45","0.93","0","1.14","64","3.85","17","220","222","146","1.41","0.06","36.4",,,,,,,,,,,,,,,,
"2009","HUEVO DE TORTUGA, CRUDO","115","79","0.89","12.6","6.3",,,,,"0.9",,"0","1","62","1.6",,"180",,,,,,,,,,,,,,,,,,,,,
"2010","HUEVO DE TORTUGA, COCIDO","127","77","0.9","12.2","6.8",,,,,"3.2",,"0","1","81","2.1",,"238",,,,,,,,,,,,,,,,,,,,,
"2011","HUEVO DE PAVA, CRUDO","171","73","0.88","13.68","11.88","3.63","4.57","1.66","933","1.15",,"0","0.79","99","4.1","13","170","142","151","1.58","0.06","34.3",,,,,,,,,,,,,,,,
"2012","HUEVO DE GALLINA, CLARA EN POLVO","382","6","1","81.1","0","0","0","0","0","7.8","5.4","0","5.3","62","0.15","88","111","1125","1280","0.1","0.11","125.1",,,,,,,,,,,,,,,,
"3001","CODORNIZ, CARNE S/PIEL, CRUDA","134","70","0.76","21.76","4.53","1.32","1.28","1.17","70","0",,"0","1.32","13","4.51","25","307","237","51","2.7","0.59","17.4","7","0.28","0.29","8.2","0.79","0.53","0","7","7","0.47","17","17",,,,
"3002","GANZO, CARNE C/PIEL, CRUDA","371","50","0.81","15.86","33.62","9.78","17.77","3.76","80","0",,"0","0.87","12","2.5","18","234","308","73","1.72","0.27","14.4","4","0.09","0.25","3.61","1.29","0.39","0","4","4","0.34","17","17",,,,
"3003","GALLO O GALLINA, CARNE CRUDA","243","63","1","14.72","19.98","4.73","9.3","4.55","143","0",,"0","1.15","187","1.22","12","132","104","40","1.9","0.07","15.7","2","0.1","0.14","5.25","0.77","0.28","0","5","5","0.27","45","45",,,,
"3004","PALOMA, CARNE C/PIEL,CRUDA","294","57","0.77","18.47","23.8","8.43","9.72","3.07","95","0",,"0","1.4","12","3.54","22","248","199","54","2.2","0.44","13.3","5","0.21","0.22","6.05","0.76","0.41","0","6","6","0.4","73","73",,,,
"3005","PATO DE CRIANZA, CARNE C/PIEL, CRUDA","404","49","0.72","11.49","39.34","13.22","18.69","5.08","76","0","0","0","0.68","11","2.4","15","139","209","63","1.36","0.24","12.4","3","0.2","0.21","3.93","0.95","0.19","0","13","13","0.25","50","50","0","0.7","0.7","5.5"
"3006","PAVO, CARNE SEMIMAGRA, C/PIEL, CRUDA","143","73","0.71","21.64","5.64","1.46","1.83","1.47","72","0.13","0.07","0","0.98","11","0.86","25","183","224","112","1.78","0.08","21.3","0","0.05","0.19","7.63","0.81","0.6","0","7","7","1.22","17","17","0","0.09","0.3","0"
"3008","PAVO, PECHUGA C/PIEL, CRUDA","155","71","0.86","21.88","7.45","1.76","2.19","1.83","63","0","0","0","0.98","9","0.77","24","176","247","72","1.15","0.05","20.4","0","0.05","0.16","9.4","0.97","0.72","0","7","7","1.28","16","16","0","0.09","0.3","0"
"3011","PAVO, PIERNA C/PIEL, CRUDA","144","73","0.83","19.54","6.72","2.06","2.06","1.83","71","0",,"0","0.89","17","1.72","21","177","273","74","3.09","0.14","26.4","0","0.08","0.21","2.95","1.09","0.34","0","10","10","0.39","1","1",,,,
"3014","POLLO, ALAS C/PIEL, CRUDAS","191","69","0.62","17.52","12.85","3.54","5.42","2.5","111","0","0","0","0.74","11","0.46","16","123","187","84","1.21","0.03","17.6","0","0.05","0.1","5.7","0.64","0.53","0","7","7","0.25","9","9","0","0.64","0.1","0"
"3019","POLLO, CARNE C/PIEL, CRUDA","215","66","0.68","18.6","15.06","4.31","6.24","3.23","75","0","0","0","0.79","11","0.9","20","147","189","70","1.31","0.05","14.4","2","0.06","0.12","6.8","0.91","0.35","0","6","6","0.31","41","41","0","0.3","0.2","1.5"
"3023","POLLO, CARNE S/PIEL, CRUDA","119","75","0.48","21.39","3.08","0.79","0.9","0.75","70","0","0","0","0.96","12","0.89","25","173","229","77","1.54","0.05","15.7","2","0.07","0.14","8.24","1.06","0.43","0","7","7","0.37","16","16","0","0.21","0.1","1.8"
"3027","POLLO, CORAZON, CRUDO","153","74","1","15.55","9.33","2.66","2.37","2.71","136","0.71",,"0","0.85","12","5.96","15","177","176","74","6.59","0.35","4.3","3","0.15","0.73","4.88","2.56","0.36","0","72","72","7.29","9","9",,,,
"3028","POLLO, HIGADO, CRUDO","119","76","1","16.92","4.83","1.56","1.25","1.31","345","0.73","0","0","1.06","8","8.99","19","297","230","71","2.67","0.49","54.6","18","0.31","1.78","9.73","6.23","0.85","0","588","588","16.58","3296","3290","56","0.7","0","0"
"3029","POLLO, HIGADO, HERVIDO","167","67","1","24.46","6.51","2.06","1.42","1.99","563","0.87","0","0","1.36","11","11.63","25","405","263","76","3.98","0.5","82.4","28","0.29","1.99","11.05","6.67","0.76","0","578","578","16.85","3981","3978","30","0.82","0","0"
"3030","POLLO, MOLLEJA, CRUDA","94","79","1","17.66","2.06","0.53","0.51","0.36","240","0","0","0","0.95","11","2.49","15","148","237","69","2.72","0.12","25.5","4","0.03","0.23","3.68","0.63","0.11","0","5","5","1.21","19","19","0","0.33",,"0"
"3031","POLLO, MOLLEJA, HERVIDA","154","68","0.89","30.39","2.68","0.67","0.53","0.35","370","0","0","0","0.89","17","3.19","3","189","179","56","4.42","0.16","41.1","0","0.03","0.21","3.12","0.47","0.07","0","5","5","1.04","0","0","0","0.2","0","0"
"3032","POLLO, CUADRIL C/PIEL, CRUDO","221","66","0.79","16.52","16.61","4.52","6.94","3.47","98","0.25","0","0","0.81","7","0.68","18","157","204","81","1.29","0.05","18.9","0","0.07","0.15","4.63","0.19","0.35","0","3","3","0.62","23","23","0","0.21","0.1","2.1"
"3035","POLLO, CUADRIL S/PIEL, CRUDO","121","76","0.65","19.66","4.12","1.1","1.5","0.94","94","0","0","0","0.95","7","0.81","23","185","242","95","1.58","0.06","22.9","0","0.09","0.2","5.56",,"0.45","0","4","4","0.61","7","7","0","0.18","0","2.9"
"3038","POLLO, PECHUGA C/PIEL, CRUDA","172","69","0.8","20.85","9.25","2.66","3.82","1.96","64","0","0","0","1.01","11","0.74","25","174","220","63","0.8","0.04","16.6","0","0.06","0.09","9.91","0.8","0.53","0","4","4","0.34","24","24","0","0.27","0.4","0"
"3041","POLLO, PIERNA C/PIEL, CRUDA","214","67","0.73","16.37","15.95","4.37","6.62","3.35","93","0.17","0","0","0.81","9","0.69","19","155","203","84","1.47","0.05","18","0","0.07","0.14","4.73","0.99","0.32","0","4","4","0.56","28","28","0","0.22","0.1","2.3"
"3046","POLLO, VISCERAS O MENUDOS, CRUDOS","168","70","1","17.89","9.21","2.63","2.75","2.1","240","2.13",,"0","0.97","10","5.93","18","198","226","77","3.01","0.28","56.1","11","0.1","1.11","8.53","3.28","0.52","0","350","350","10.83","3152","3152",,,,
"3047","POLLO, VISCERAS O MENUDOS, HERVIDOS","194","64","1","25.73","9.3","2.66","2.94","1.89","355","0.11",,"0","0.87","13","6.44","20","223","154","56","4.28","0.3","90.4","6","0.09","1.05","4.97","2.97","0.41","0","367","367","9.48","2864","2864",,,,
"3048","PALOMA, CARNE S/PIEL,CRUDA","142","73","0.65","17.5","7.5","1.96","2.66","1.6","90","0",,"0","1.17","13","4.51","25","307","237","51","2.7","0.59","13.5","7","0.28","0.29","6.86","0.79","0.53","0","7","7","0.47","28","28",,,,
"3049","PATO DE CRIANZA, CARNE S/PIEL, CRUDA","135","74","0.64","18.28","5.95","2.32","1.54","0.75","77","0.94","0","0","1.06","11","2.4","19","203","271","74","1.9","0.25","13.9","6","0.36","0.45","5.3","1.6","0.34","0","25","25","0.4","24","24","0","0.7","0.1","2.8"
"3050","PAVO, CARNE MAGRA, S/PIEL, CRUDA","112","75","0.59","22.64","1.93","0.46","0.48","0.41","67","0.14","0.07","0","1.04","11","0.86","27","190","235","118","1.84","0.08","22.6","0","0.05","0.19","8.1","0.84","0.65","0","7","7","1.24","9","9","0","0.09","0.2","0"
"3051","PAVO, CARNE C/GRASA, C/PIEL, CRUDA","161","71","0.68","21.96","7.43","1.9","2.43","1.95","67","0.15","0.06","0","0.96","11","0.75","25","188","223","105","1.25","0.07","20.7","0","0.04","0.14","8.97","0.73","0.71","0","7","7","0.67","19","19","0","0.07","0.3","0"
"3052","PAVO, CARNE MAGRA, C/PIEL, CRUDA","114","75","0.71","23.66","1.48","0.29","0.26","0.26","57","0.14","0.05","0","1.04","11","0.73","28","201","242","113","1.28","0.07","22.7","0","0.04","0.15","9.92","0.78","0.81","0","7","7","0.63","6","6","0","0.06","0.1","0"
"3053","PAVO, MUSLO S/PIEL, CRUDO","109","75","0.56","23.66","1.48","0.29","0.26","0.26","57","0.14","0.05","0","1.04","11","0.73","28","201","242","113","1.28","0.07","22.7","0","0.04","0.15","9.92","0.78","0.81",,"7","7","0.63","6","6","0","0.06","0.1","0"
"3054","PAVO, PECHUGA S/PIEL, CRUDA","114","75","0.75","23.34","2.33","0.34","0.56","0.64","53","0","0","0","1.06","9","0.76","27","185","267","74","1.16","0.05","22.1","0","0.05","0.17","10.3","1.05","0.81",,"7","7","1.35","5","5","0","0.09","0.2","0"
"3056","POLLO, CORAZON, HERVIDO","185","65","1","26.41","7.92","2.26","2.01","2.3","242","0.1",,"0","0.72","19","9.03","20","199","132","48","7.3","0.5","8","2","0.07","0.74","2.8","2.65","0.32","0","80","80","7.29","8","8",,,,
"3057","POLLO, PECHUGA S/PIEL, CRUDA (FILETE)","120","74","1","22.5","2.62","0.56","0.69","0.42","73","0","0","0","1.13","5","0.37","28","213","334","45","0.68","0.04","22.8","0","0.09","0.18","9.6","1.5","0.81","0","9","9","0.21","9","9","0","0.56","0","0"
"3058","POLLO, MUSLO C/PIEL, CRUDO","161","72","0.65","18.08","9.2","2.46","3.72","1.97","92","0.11","0","0","0.86","8","0.71","18","163","211","106","1.86","0.06","20.2","0","0.08","0.2","4.84","1.03","0.35","0","3","3","0.53","14","14","0","0.19","0.1","2.5"
"3059","POLLO, PIERNA S/PIEL, CRUDO","120","76","0.57","19.16","4.22","1.05","1.44","0.96","91","0","0","0","0.95","10","0.78","23","180","238","96","1.76","0.06","21","0","0.09","0.18","5.58","1.17","0.41","0","4","4","0.57","10","10","0","0.18","0","2.8"
"4001","CERDO, BAZO, CRUDO","100","78","1","17.86","2.59","0.86","0.69","0.19","363","0",,"0","1.53","10","22.32","13","260","396","98","2.54","0.13","32.8","29","0.13","0.3","5.87","1.06","0.06","0","4","4","3.26","0","0",,,,
"4002","CERDO, CARNE MAGRA, CRUDA","144","72","0.7","21.23","5.88","2.03","2.66","0.63","60","0",,"0","1.05","17","0.88","23","209","384","54","1.99","0.07","32.4","1","0.98","0.27","4.83","0.79","0.51","0","5","5","0.66","2","2",,,,
"4003","CERDO, CARNE SEMIMAGRA, CRUDA","177","69","0.78","20.08","10.14","3.11","3.77","1.12","65","0","0","0","0.95","16","0.74","23","205","345","54","2.01","0.07","31.6","0","0.58","0.24","5.45","0.9","0.63","0","1","1","0.64","2","2","0","0.16","0.5","0"
"4004","CERDO, CARNE RICA EN GRASA, CRUDA","216","65","0.75","18.95","14.95","5.28","6.63","1.55","67","0",,"0","0.94","19","0.86","21","200","335","55","2.01","0.06","28.4","1","0.84","0.25","4.5","0.73","0.45","0","5","5","0.66","2","2",,,,
"4005","CERDO, CARNE SEMIMAGRA, COCIDA","235","59","0.78","26.07","13.66","4.7","5.76","1.37","83","0","0","0","1.07","20","0.93","24","222","345","55","2.56","0.07","41.8","0","0.68","0.29","6.37","0.73","0.56","0","2","2","0.68","2","2","0","0.12","0.9","0"
"4008","CERDO, CORAZON, CRUDO","118","76","1","17.27","4.36","1.16","1.02","1.12","131","1.33","0","0","0.84","5","4.68","19","169","294","56","2.8","0.41","10.4","5","0.61","1.19","6.77","2.52","0.39","0","4","4","3.79","8","8","0","0.63",,
"4009","CERDO, COSTILLA, CRUDA","224","63","0.63","19.07","16.33","5.78","6.86","2.68","69","0","0","0","1.03","31","0.76","16","154","247","87","2.54","0.09","30.7","0","0.46","0.31","6.78","0.82","0.42","0","0","0","0.56","7","7","0","0.24","1.1","0"
"4011","CERDO, CHARRASCA C/PIEL","527","5","1","58.5","30.5",,,,,"4.6",,"0","1.6","94","6.2",,"88",,,,,,,"0.03","0.38","2.43",,,,,,,"0",,,,,
"4012","CERDO, CHICHARRONES","660","3","1","20.8","56.1",,,,,"16.8",,"0.3","3.4","61","2.8",,"149",,,,,,"0","0.03","0.2","3.8",,,,,,,"5",,,,,
"4013","CERDO, ESTOMAGO O PANZA, CRUDO","159","74","1","16.85","10.14","4.03","3.59","0.89","223","0","0","0","0.63","11","1.01","11","130","140","75","1.85","0.17","31.1","0","0.05","0.2","2.48","1.22","0.03","0","3","3","0.3","0","0","0","0.04","0","0"
"4014","CERDO, HIGADO, CRUDO","134","71","1","21.39","3.65","1.17","0.52","0.87","301","2.47",,"0","1.44","9","23.3","18","288","273","87","5.76","0.68","52.7","25","0.28","3.01","15.3","6.65","0.69","0","212","212","26","6502","6502",,,,
"4015","CERDO, LENGUA, CRUDA","225","66","0.84","16.3","17.2","5.96","8.13","1.78","101","0","0","0","0.9","16","3.35","18","193","243","110","3.01","0.07","10.4","4","0.49","0.49","5.3","0.64","0.24","0","4","4","2.84","0","0","0","0.29",,
"4016","CERDO, PATAS, CRUDAS","212","65","0.71","23.16","12.59","3.57","6.29","1.09","88","0","0","0","0.68","70","0.58","6","75","63","132","0.76","0.07","23.3","0","0.03","0.11","1.13","0.3","0.05","0","10","10","0.52","0","0","0","0.02",,"0"
"4017","CERDO, PIERNA SEMIMAGRA, CRUDA","245","62","0.83","17.43","18.87","6.54","8.38","2.01","73","0",,"0","0.88","5","0.85","20","199","315","47","1.93","0.07","29.4","1","0.74","0.2","4.57","0.69","0.4","0","7","7","0.63","0","0",,,"0.5",
"4018","CERDO, PULMON, CRUDO","85","80","0.87","14.08","2.72","0.96","0.61","0.34","320","0",,"0","0.8","7","18.9","14","196","303","153","2.03","0.08","17.8","12","0.09","0.43","3.35","0.9","0.1","0","3","3","2.75","0","0",,,,
"4019","CERDO, RINON, CRUDO","100","80","0.93","16.46","3.25","1.04","1.07","0.26","319","0",,"0","1.17","9","4.89","17","204","229","121","2.75","0.62","190","13","0.34","1.7","8.21","3.13","0.44","0","42","42","8.49","59","59",,,,
"4020","CERDO, TOCINO CURADO, NO PREPARADO","417","44","1","12.62","39.69","13.3","17.44","6.45","66","1.28","1","0","2.17","5","0.41","12","144","198","662","1.18","0.04","20.1","0","0.28","0.08","4.02","0.56","0.27","0","0","0","0.5","11","11","0","0.43","0.4","0"
"4021","CERDO, TOCINO CURADO, LONCHAS FRITAS","468","24","1","33.92","35.09","11.96","15.53","6.11","99","1.7","0","0","5.64","11","0.95","31","388","499","1684","3.06","0.11","50.7","0","0.56","0.23","10.46","1.1","0.54","0","0","0","1.09","11","11","0","0.42","0.4","0"
